Minutes,Hours,Temperature,Well,OD_reading,Isolate,MIC,Conc_ppm,Condition,Avg,reps
2410,40.16666666666666,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2420,40.33333333333334,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2430,40.5,37,A9,0.0722,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2440,40.66666666666666,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2450,40.83333333333334,37,A9,0.0731,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2460,41,37,A9,0.0733,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2470,41.16666666666666,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2480,41.33333333333334,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2490,41.5,37,A9,0.0728,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2500,41.66666666666666,37,A9,0.072,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2510,41.83333333333334,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2520,42,37,A9,0.0729,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2530,42.16666666666666,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2540,42.33333333333334,37,A9,0.0729,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2550,42.5,37,A9,0.0723,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2560,42.66666666666666,37,A9,0.0732,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2570,42.83333333333334,37,A9,0.0729,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2580,43,37,A9,0.0721,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2590,43.16666666666666,37,A9,0.0717,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2600,43.33333333333334,37,A9,0.0721,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2610,43.5,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2620,43.66666666666666,37,A9,0.0723,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2630,43.83333333333334,37,A9,0.0724,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2640,44,37,A9,0.0728,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2650,44.16666666666666,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2660,44.33333333333334,37,A9,0.0723,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2670,44.5,37,A9,0.073,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2680,44.66666666666666,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2690,44.83333333333334,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2700,45,37,A9,0.0722,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2710,45.16666666666666,37,A9,0.0732,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2720,45.33333333333334,37,A9,0.0729,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2730,45.5,37,A9,0.0725,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2740,45.66666666666666,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2750,45.83333333333334,37,A9,0.0724,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2760,46,37,A9,0.0728,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2770,46.16666666666666,37,A9,0.0726,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2780,46.33333333333334,37,A9,0.073,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2790,46.5,37,A9,0.0728,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2800,46.66666666666666,37,A9,0.0727,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2810,46.83333333333334,37,A9,0.0724,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2820,47,37,A9,0.0724,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2830,47.16666666666666,37,A9,0.0728,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2840,47.33333333333334,37,A9,0.0733,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
2850,47.5,37,A9,0.0722,WRLP77,VITEK MIC 1 ppm,8,test,FALSE,3
0,0,35,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
10,0.1666666666666667,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
20,0.3333333333333333,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
30,0.5,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
40,0.6666666666666666,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
50,0.8333333333333334,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
60,1,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
70,1.166666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
80,1.333333333333333,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
90,1.5,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
100,1.666666666666667,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
110,1.833333333333333,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
120,2,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
130,2.166666666666667,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
140,2.333333333333333,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
150,2.5,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
160,2.666666666666667,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
170,2.833333333333333,37,B7,0.0721,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
180,3,37,B7,0.0738,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
190,3.166666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
200,3.333333333333333,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
210,3.5,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
220,3.666666666666667,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
230,3.833333333333333,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
240,4,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
250,4.166666666666667,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
260,4.333333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
270,4.5,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
280,4.666666666666667,37,B7,0.0742,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
290,4.833333333333333,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
300,5,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
310,5.166666666666667,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
320,5.333333333333333,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
330,5.5,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
340,5.666666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
350,5.833333333333333,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
360,6,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
370,6.166666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
380,6.333333333333333,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
390,6.5,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
400,6.666666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
410,6.833333333333333,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
420,7,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
430,7.166666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
440,7.333333333333333,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
450,7.5,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
460,7.666666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
470,7.833333333333333,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
480,8,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
490,8.166666666666666,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
500,8.333333333333334,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
510,8.5,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
520,8.666666666666666,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
530,8.833333333333334,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
540,9,37,B7,0.074,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
550,9.166666666666666,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
560,9.333333333333334,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
570,9.5,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
580,9.666666666666666,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
590,9.833333333333334,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
600,10,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
610,10.16666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
620,10.33333333333333,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
630,10.5,37,B7,0.074,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
640,10.66666666666667,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
650,10.83333333333333,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
660,11,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
670,11.16666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
680,11.33333333333333,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
690,11.5,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
700,11.66666666666667,37,B7,0.0738,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
710,11.83333333333333,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
720,12,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
730,12.16666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
740,12.33333333333333,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
750,12.5,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
760,12.66666666666667,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
770,12.83333333333333,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
780,13,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
790,13.16666666666667,37,B7,0.0723,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
800,13.33333333333333,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
810,13.5,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
820,13.66666666666667,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
830,13.83333333333333,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
840,14,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
850,14.16666666666667,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
860,14.33333333333333,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
870,14.5,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
880,14.66666666666667,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
890,14.83333333333333,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
900,15,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
910,15.16666666666667,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
920,15.33333333333333,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
930,15.5,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
940,15.66666666666667,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
950,15.83333333333333,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
960,16,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
970,16.16666666666667,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
980,16.33333333333333,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
990,16.5,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1000,16.66666666666667,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1010,16.83333333333333,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1020,17,37,B7,0.0722,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1030,17.16666666666667,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1040,17.33333333333333,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1050,17.5,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1060,17.66666666666667,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1070,17.83333333333333,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1080,18,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1090,18.16666666666667,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1100,18.33333333333333,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1110,18.5,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1120,18.66666666666667,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1130,18.83333333333333,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1140,19,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1150,19.16666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1160,19.33333333333333,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1170,19.5,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1180,19.66666666666667,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1190,19.83333333333333,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1200,20,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1210,20.16666666666667,37,B7,0.0721,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1220,20.33333333333333,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1230,20.5,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1240,20.66666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1250,20.83333333333333,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1260,21,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1270,21.16666666666667,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1280,21.33333333333333,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1290,21.5,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1300,21.66666666666667,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1310,21.83333333333333,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1320,22,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1330,22.16666666666667,37,B7,0.0723,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1340,22.33333333333333,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1350,22.5,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1360,22.66666666666667,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1370,22.83333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1380,23,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1390,23.16666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1400,23.33333333333333,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1410,23.5,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1420,23.66666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1430,23.83333333333333,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1440,24,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1450,24.16666666666667,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1460,24.33333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1470,24.5,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1480,24.66666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1490,24.83333333333333,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1500,25,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1510,25.16666666666667,37,B7,0.0723,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1520,25.33333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1530,25.5,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1540,25.66666666666667,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1550,25.83333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1560,26,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1570,26.16666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1580,26.33333333333333,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1590,26.5,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1600,26.66666666666667,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1610,26.83333333333333,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1620,27,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1630,27.16666666666667,37,B7,0.0723,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1640,27.33333333333333,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1650,27.5,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1660,27.66666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1670,27.83333333333333,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1680,28,37,B7,0.0717,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1690,28.16666666666667,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1700,28.33333333333333,37,B7,0.0734,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1710,28.5,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1720,28.66666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1730,28.83333333333333,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1740,29,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1750,29.16666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1760,29.33333333333333,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1770,29.5,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1780,29.66666666666667,37,B7,0.0719,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1790,29.83333333333333,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1800,30,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1810,30.16666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1820,30.33333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1830,30.5,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1840,30.66666666666667,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1850,30.83333333333333,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1860,31,37,B7,0.0723,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1870,31.16666666666667,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1880,31.33333333333333,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1890,31.5,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1900,31.66666666666667,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1910,31.83333333333333,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1920,32,37,B7,0.0721,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1930,32.16666666666666,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1940,32.33333333333334,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1950,32.5,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1960,32.66666666666666,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1970,32.83333333333334,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1980,33,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
1990,33.16666666666666,37,B7,0.0732,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2000,33.33333333333334,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2010,33.5,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2020,33.66666666666666,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2030,33.83333333333334,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2040,34,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2050,34.16666666666666,37,B7,0.0735,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2060,34.33333333333334,37,B7,0.0727,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2070,34.5,37,B7,0.0718,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2080,34.66666666666666,37,B7,0.0737,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2090,34.83333333333334,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2100,35,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2110,35.16666666666666,37,B7,0.0721,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2120,35.33333333333334,37,B7,0.0736,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2130,35.5,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2140,35.66666666666666,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2150,35.83333333333334,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2160,36,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2170,36.16666666666666,37,B7,0.0726,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2180,36.33333333333334,37,B7,0.0719,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2190,36.5,37,B7,0.073,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2200,36.66666666666666,37,B7,0.0729,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2210,36.83333333333334,37,B7,0.0721,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2220,37,37,B7,0.0719,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2230,37.16666666666666,37,B7,0.0733,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2240,37.33333333333334,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2250,37.5,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2260,37.66666666666666,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2270,37.83333333333334,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2280,38,37,B7,0.0731,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2290,38.16666666666666,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2300,38.33333333333334,37,B7,0.0728,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2310,38.5,37,B7,0.0719,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2320,38.66666666666666,37,B7,0.0724,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
2330,38.83333333333334,37,B7,0.0725,WRLP77,VITEK MIC 1 ppm,4,test,FALSE,1
